"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"ANIP","4807","2000-05-05","2019-06-14","24","2013-08-09","2019-05-09"
"ANIX","4629","2001-01-02","2019-06-06","13","2014-09-15","2019-06-12"
"ANSS","5397","1998-01-02","2019-06-14","41","2009-05-07","2019-05-01"
"ANTH","2340","2010-03-01","2019-06-14","33","2010-05-06","2018-05-15"
"ANTM","4635","2001-01-02","2019-06-06","18","2015-01-28","2019-04-24"
"ANTX","747","2015-05-14","2018-06-05","0","NULL","NULL"
"ANW","2968","2006-12-08","2018-09-24","0","NULL","NULL"
"ANY","2763","2008-06-24","2019-06-14","18","2014-08-29","2018-11-07"
"AOBC","4989","1999-08-17","2019-06-14","21","2014-03-04","2019-06-19"
"AOD","3112","2007-01-26","2019-06-06","0","NULL","NULL"
"AOI","4703","2000-01-03","2018-09-11","0","NULL","NULL"
"AON","5391","1998-01-02","2019-06-06","38","2010-02-05","2019-04-26"
"AOS","5391","1998-01-02","2019-06-06","40","2009-07-17","2019-04-30"
"AOSL","2298","2010-04-29","2019-06-14","36","2010-08-10","2019-05-02"
"AP","5391","1998-01-02","2019-06-06","39","2009-07-28","2019-03-14"
"APA","5391","1998-01-02","2019-06-06","40","2009-07-30","2019-05-01"
"APAM","1574","2013-03-07","2019-06-06","25","2013-05-01","2019-04-30"
"APB","5298","1998-01-02","2019-01-23","0","NULL","NULL"
"APC","5391","1998-01-02","2019-06-06","41","2009-05-06","2019-04-25"
"APD","5391","1998-01-02","2019-06-06","40","2009-07-22","2019-04-24"
"APDN","4008","2003-07-15","2019-06-14","30","2011-05-16","2019-05-09"
"APDNW","1148","2014-11-17","2019-06-14","0","NULL","NULL"
"APEI","2918","2007-11-09","2019-06-14","41","2009-05-07","2019-05-07"
"APEN","3400","2005-12-09","2019-06-14","16","2014-08-08","2019-05-02"
"APF","5349","1998-01-02","2019-04-05","0","NULL","NULL"
"APH","5391","1998-01-02","2019-06-06","40","2009-07-16","2019-04-24"
"APHA","1063","2015-03-18","2019-06-06","1","2019-04-15","2019-04-15"
"APHB","2077","2011-03-09","2019-06-10","19","2014-05-20","2018-11-08"
"APLE","1021","2015-05-18","2019-06-06","16","2015-08-06","2019-05-08"
"APLP","629","2015-11-04","2018-06-06","0","NULL","NULL"
"APLS","4086","2003-03-24","2019-06-14","5","2018-04-30","2019-05-07"
"APM","117","2018-12-18","2019-06-06","0","NULL","NULL"
"APO","2060","2011-03-30","2019-06-06","33","2011-05-12","2019-05-02"
"APOG","5397","1998-01-02","2019-06-14","40","2009-06-23","2019-04-11"
"APOP","724","2016-07-29","2019-06-14","10","2016-09-01","2018-11-13"
"APOPW","433","2016-07-29","2019-05-20","0","NULL","NULL"
"APPF","999","2015-06-26","2019-06-14","16","2015-08-06","2019-05-02"
"APPN","517","2017-05-25","2019-06-14","9","2017-08-03","2019-05-02"
"APPS","3261","2006-06-30","2019-06-14","18","2015-02-13","2019-06-03"
"APRI","5010","1999-04-19","2019-03-15","0","NULL","NULL"
"APRN","487","2017-06-29","2019-06-06","8","2017-08-10","2019-04-30"
"APT","5109","1999-02-16","2019-06-05","39","2009-05-05","2018-11-05"
"APTI","578","2016-09-23","2019-01-10","0","NULL","NULL"
"APTO","1168","2014-10-23","2019-06-14","19","2014-11-05","2019-05-07"
"APTS","2058","2011-04-01","2019-06-06","32","2011-08-15","2019-04-29"
"APTV","1898","2011-11-17","2019-06-06","22","2014-02-04","2019-05-02"
"APTX","241","2018-06-21","2019-06-06","4","2019-02-12","2019-05-14"
"APU","5391","1998-01-02","2019-06-06","40","2009-07-29","2019-05-06"
"APVO","731","2016-07-20","2019-06-14","11","2016-08-25","2019-05-09"
"APWC","4007","2003-07-15","2019-06-14","26","2011-06-14","2018-12-21"
"APY","279","2018-04-27","2019-06-06","2","2019-02-18","2019-04-30"
"APYX","108","2019-01-02","2019-06-06","18","2014-03-31","2019-05-08"
"AQ","398","2017-11-03","2019-06-06","8","2017-11-27","2019-05-09"
"AQB","612","2017-01-09","2019-06-14","8","2017-08-04","2019-05-02"
"AQMS","975","2015-07-31","2019-06-14","15","2015-09-14","2019-05-09"
"AQN","2408","2009-11-10","2019-06-06","10","2017-03-02","2019-05-09"
"AQNA","155","2018-10-23","2019-06-06","0","NULL","NULL"
"AQST","218","2018-07-25","2019-06-06","2","2019-03-14","2019-05-08"
"AQUA","399","2017-11-02","2019-06-06","2","2019-02-05","2019-05-10"
"AQXP","1328","2014-03-07","2019-06-14","20","2014-08-11","2019-05-07"
"AR","1423","2013-10-10","2019-06-06","23","2013-11-06","2019-05-01"
"ARA","787","2016-04-21","2019-06-06","11","2016-05-12","2018-11-08"
"ARAV","1312","2014-03-21","2019-06-06","16","2014-05-05","2019-05-08"
"ARAY","3109","2007-02-08","2019-06-14","41","2009-05-05","2019-04-23"
"ARC","3608","2005-02-04","2019-06-06","33","2011-02-22","2019-05-06"
"ARCB","5397","1998-01-02","2019-06-14","21","2014-05-01","2019-05-02"
"ARCC","3699","2004-10-05","2019-06-14","41","2009-05-07","2019-04-30"
"ARCE","174","2018-09-26","2019-06-06","2","2019-03-19","2019-05-21"
"ARCH","671","2016-10-05","2019-06-06","10","2017-02-08","2019-04-23"
"ARCI","5397","1998-01-02","2019-06-14","38","2009-05-11","2018-11-13"
"ARCO","2049","2011-04-14","2019-06-06","32","2011-05-05","2019-05-15"
"ARCT","1527","2013-05-22","2019-06-14","20","2014-02-13","2019-05-13"
"ARCW","5034","1999-06-14","2019-06-14","32","2009-08-13","2018-11-14"
"ARD","561","2017-03-15","2019-06-06","9","2017-04-27","2019-04-26"
"ARDC","1641","2012-11-28","2019-06-06","0","NULL","NULL"
"ARDM","5397","1998-01-02","2019-06-14","38","2009-08-06","2018-11-15"
"ARDS","204","2018-08-14","2019-06-06","4","2019-02-12","2019-05-14"
"ARDX","1256","2014-06-19","2019-06-14","20","2014-08-07","2019-05-07"
"ARE","5391","1998-01-02","2019-06-06","41","2009-05-07","2019-04-29"
"AREC","360","2017-12-29","2019-06-13","0","NULL","NULL"
"ARES","1283","2014-05-02","2019-06-06","21","2014-06-10","2019-05-02"
"AREX","2919","2007-11-08","2019-06-14","41","2009-05-05","2019-05-09"
"ARGD","4150","2002-12-10","2019-06-06","0","NULL","NULL"
"ARGO","2979","2007-08-07","2019-06-06","18","2014-02-11","2019-04-29"
"ARGS","1347","2014-02-07","2019-06-14","0","NULL","NULL"
"ARGX","522","2017-05-18","2019-06-14","2","2019-02-28","2019-05-09"
"ARI","2441","2009-09-24","2019-06-06","38","2010-02-23","2019-04-24"
"ARII","3245","2006-01-23","2019-05-07","0","NULL","NULL"
"ARKR","5397","1998-01-02","2019-06-14","39","2009-05-11","2018-12-19"
"ARL","5391","1998-01-02","2019-06-06","36","2009-05-15","2018-11-13"
"ARLO","211","2018-08-03","2019-06-06","2","2019-02-05","2019-04-30"
"ARLP","4989","1999-08-17","2019-06-14","40","2009-07-28","2019-04-29"
"ARLZ","634","2016-02-08","2018-08-13","0","NULL","NULL"
"ARMK","1379","2013-12-12","2019-06-06","22","2014-02-05","2019-05-07"
"ARNA","4749","2000-07-28","2019-06-14","41","2009-05-11","2019-05-08"
"ARNC","5391","1998-01-02","2019-06-06","22","2014-01-09","2019-04-30"
"AROC","902","2015-11-04","2019-06-06","21","2014-02-25","2019-04-30"
"AROW","5397","1998-01-02","2019-06-14","40","2009-07-17","2019-04-23"
"ARPO","427","2017-08-08","2019-06-06","2","2019-02-27","2019-03-05"
"ARQL","5397","1998-01-02","2019-06-14","41","2009-05-07","2019-05-01"
"ARR","2897","2007-12-03","2019-06-06","33","2011-03-10","2019-04-24"
"ARRS","5348","1998-01-02","2019-04-04","40","2009-07-30","2019-02-21"
"ARRY","4662","2000-11-30","2019-06-14","41","2009-05-04","2019-05-07"
"ARTNA","5397","1998-01-02","2019-06-14","39","2009-05-05","2018-11-07"
"ARTW","5397","1998-01-02","2019-06-14","37","2009-07-07","2019-02-04"
"ARTX","5397","1998-01-02","2019-06-14","41","2009-05-13","2019-05-08"
"ARVN","173","2018-09-27","2019-06-06","2","2019-03-26","2019-05-08"
"ARW","5391","1998-01-02","2019-06-06","40","2009-07-29","2019-05-02"
"ARWR","5397","1998-01-02","2019-06-14","40","2009-05-15","2019-05-08"
"ARYA","113","2018-12-12","2019-06-06","0","NULL","NULL"
"ARYAU","162","2018-10-05","2019-06-06","0","NULL","NULL"
"ARYAW","26","2018-12-12","2019-06-07","0","NULL","NULL"
"ASA","5391","1998-01-02","2019-06-06","12","2014-01-28","2017-03-31"
"ASB","5391","1998-01-02","2019-06-06","25","2009-04-16","2019-04-25"
"ASC","1472","2013-08-01","2019-06-06","24","2013-08-26","2019-05-01"
"ASCMA","2703","2008-09-18","2019-06-14","34","2009-08-18","2019-05-14"
"ASET","894","2015-11-24","2019-06-14","0","NULL","NULL"
"ASFI","5397","1998-01-02","2019-06-14","31","2009-08-04","2017-08-09"
"ASG","5391","1998-01-02","2019-06-06","0","NULL","NULL"
"ASGN","5391","1998-01-02","2019-06-06","40","2009-08-05","2019-04-24"
"ASH","5391","1998-01-02","2019-06-06","40","2009-07-24","2019-04-30"
"ASIX","673","2016-10-03","2019-06-06","11","2016-11-10","2019-05-03"
"ASLN","275","2018-05-04","2019-06-07","0","NULL","NULL"
"ASM","3406","2005-11-21","2019-06-05","32","2011-11-30","2019-05-08"
"ASMB","2136","2010-12-17","2019-06-14","20","2014-08-14","2019-05-09"
"ASML","5397","1998-01-02","2019-06-14","40","2009-07-15","2019-04-17"
"ASNA","5397","1998-01-02","2019-06-14","34","2011-03-02","2019-06-10"
"ASND","1103","2015-01-28","2019-06-14","17","2015-05-18","2019-05-30"
"ASNS","330","2017-11-16","2019-03-13","4","2018-05-10","2019-03-11"
"ASPN","1254","2014-06-13","2019-06-06","20","2014-08-07","2019-05-02"
"ASPS","2481","2009-08-06","2019-06-14","38","2009-11-11","2019-04-25"
"ASPU","1649","2012-11-26","2019-06-14","19","2014-09-15","2019-03-11"
"ASR","4700","2000-09-28","2019-06-06","40","2009-07-27","2019-04-29"
"ASRT","3892","2003-12-17","2019-06-07","19","2014-03-12","2019-05-08"
"ASRV","5397","1998-01-02","2019-06-14","39","2009-07-14","2019-01-22"
"ASRVP","5290","1998-06-03","2019-06-14","0","NULL","NULL"
"AST","1185","2014-07-21","2019-06-05","17","2014-11-10","2018-11-09"
"ASTC","5397","1998-01-02","2019-06-14","37","2009-05-13","2018-11-13"
"ASTE","5397","1998-01-02","2019-06-14","42","2009-07-20","2019-04-23"
"ASUR","5397","1998-01-02","2019-06-14","39","2009-06-18","2019-05-09"
"ASV","526","2017-05-12","2019-06-14","8","2017-06-22","2019-03-29"
"ASX","4697","2000-10-02","2019-06-06","41","2009-07-31","2019-04-30"
"ASYS","5397","1998-01-02","2019-06-14","41","2009-05-11","2019-05-09"
"AT","2392","2009-12-03","2019-06-06","35","2010-11-10","2019-05-02"
"ATAC","235","2017-09-07","2018-08-13","0","NULL","NULL"
"ATACR","160","2017-09-07","2018-08-22","0","NULL","NULL"
"ATACU","77","2017-09-20","2018-08-22","0","NULL","NULL"
"ATAI","2865","2008-01-29","2019-06-14","39","2009-05-13","2018-11-08"
"ATAX","5397","1998-01-02","2019-06-14","33","2011-05-10","2019-05-03"
"ATEC","3281","2006-06-02","2019-06-14","41","2009-05-04","2019-05-09"
"ATEN","1312","2014-03-21","2019-06-06","19","2014-05-01","2019-04-25"
"ATEST","605","2016-09-26","2019-06-05","0","NULL","NULL"
"ATGE","5391","1998-01-02","2019-06-06","22","2014-02-04","2019-05-02"
"ATH","625","2016-12-09","2019-06-06","10","2017-03-15","2019-05-07"
"ATHE","4636","2001-01-02","2019-06-07","0","NULL","NULL"
"ATHM","1380","2013-12-11","2019-06-06","22","2014-02-24","2019-05-08"
"ATHN","2868","2007-09-20","2019-02-11","39","2009-08-05","2019-02-14"
"ATHX","3024","2007-06-12","2019-06-14","41","2009-05-07","2019-05-08"
"ATI","4911","1999-11-29","2019-06-06","40","2009-07-22","2019-04-23"
"ATIS","280","2018-04-27","2019-06-07","8","2015-08-14","2017-11-14"
"ATISW","444","2017-01-25","2019-06-07","0","NULL","NULL"
"ATKR","752","2016-06-10","2019-06-06","12","2016-08-02","2019-05-07"
"ATLC","5069","1999-04-23","2019-06-14","23","2013-05-10","2018-11-14"
"ATLO","4863","2000-02-15","2019-06-14","31","2010-01-25","2018-10-19"
"ATNI","5397","1998-01-02","2019-06-14","40","2009-07-30","2019-04-24"
"ATNM","1897","2011-06-02","2019-06-05","17","2015-05-08","2019-05-10"
"ATNX","504","2017-06-14","2019-06-14","8","2017-08-14","2019-05-09"
"ATO","5391","1998-01-02","2019-06-06","40","2009-08-04","2019-05-07"
"ATOM","719","2016-08-05","2019-06-14","13","2016-09-19","2019-05-01"
"ATOS","1660","2012-11-08","2019-06-14","22","2013-08-14","2019-02-26"
"ATR","5391","1998-01-02","2019-06-06","40","2009-07-16","2019-04-30"
"ATRA","1173","2014-10-16","2019-06-14","19","2014-11-12","2019-05-09"
"ATRC","3486","2005-08-05","2019-06-12","41","2009-05-05","2019-04-25"
"ATRI","5397","1998-01-02","2019-06-14","39","2009-05-07","2018-11-09"
"ATRO","5397","1998-01-02","2019-06-14","42","2009-05-04","2019-05-08"
"ATRS","5397","1998-01-02","2019-06-14","28","2012-08-08","2019-05-02"
"ATSG","4002","2003-07-23","2019-06-14","42","2009-05-11","2019-05-07"
"ATTO","1177","2014-10-02","2019-06-06","20","2014-11-19","2019-05-20"
"ATTU","5369","1998-01-02","2019-05-06","26","2012-10-31","2019-01-31"
"ATU","4747","2000-07-24","2019-06-06","40","2009-06-17","2019-03-21"
"ATUS","492","2017-06-22","2019-06-06","8","2017-07-27","2019-05-02"
"ATV","3045","2007-05-03","2019-06-06","25","2009-05-13","2017-09-08"
"ATVI","5397","1998-01-02","2019-06-14","41","2009-05-07","2019-05-02"
"ATXI","495","2017-06-27","2019-06-14","8","2017-08-11","2019-05-13"
"AU","5243","1998-08-05","2019-06-06","24","2009-05-15","2016-02-22"
"AUBN","5397","1998-01-02","2019-06-14","39","2009-07-31","2019-01-29"
"AUDC","5044","1999-05-28","2019-06-14","41","2009-05-05","2019-04-30"
"AUG","2072","2011-03-11","2019-06-05","8","2017-08-10","2019-05-14"
"AUMN","2537","2009-05-07","2019-06-05","33","2010-08-05","2018-11-06"
"AUO","4289","2002-05-23","2019-06-06","39","2009-07-23","2019-04-25"
"AUPH","1198","2014-09-03","2019-06-14","19","2014-11-12","2019-05-14"
"AUTL","241","2018-06-22","2019-06-07","1","2019-05-14","2019-05-14"
"AUTO","4641","2001-01-02","2019-06-14","39","2009-04-23","2019-05-09"
"AUY","3877","2004-01-12","2019-06-06","41","2009-05-05","2019-05-01"
"AVA","5391","1998-01-02","2019-06-06","39","2009-08-05","2019-05-02"
"AVAL","1184","2014-09-23","2019-06-06","18","2014-11-24","2019-05-23"
"AVAV","3121","2007-01-23","2019-06-14","40","2009-06-23","2019-03-05"
"AVB","5391","1998-01-02","2019-06-06","40","2009-07-29","2019-04-24"
"AVCO","590","2016-12-06","2019-06-07","3","2017-05-12","2017-11-14"
"AVD","5391","1998-01-02","2019-06-06","41","2009-05-07","2019-05-07"
"AVDL","5397","1998-01-02","2019-06-14","23","2014-03-11","2019-05-08"
"AVDR","83","2019-02-14","2019-06-13","3","2019-03-21","2019-05-10"
"AVEO","2331","2010-03-12","2019-06-14","37","2010-04-29","2019-05-09"
"AVGO","2481","2009-08-06","2019-06-14","39","2009-12-03","2019-06-13"
"AVGR","1101","2015-01-30","2019-06-14","18","2015-03-12","2019-05-08"
"AVH","1404","2013-11-06","2019-06-06","19","2014-05-16","2019-02-21"
"AVHI","3868","2003-05-23","2018-10-02","0","NULL","NULL"
"AVID","5397","1998-01-02","2019-06-14","35","2009-07-23","2019-05-06"
"AVIR","528","2016-01-04","2018-02-13","0","NULL","NULL"
"AVK","4054","2003-04-30","2019-06-06","0","NULL","NULL"
"AVLR","246","2018-06-15","2019-06-07","2","2019-02-12","2019-05-07"
"AVNS","1165","2014-10-21","2019-06-07","14","2015-03-04","2019-05-07"
"AVNW","5397","1998-01-02","2019-06-14","36","2010-02-03","2018-11-12"
"AVP","5391","1998-01-02","2019-06-06","41","2009-05-05","2019-05-02"
"AVRO","242","2018-06-21","2019-06-07","4","2019-02-12","2019-05-13"
"AVT","5391","1998-01-02","2019-06-06","40","2009-08-05","2019-04-25"
"AVX","5391","1998-01-02","2019-06-06","40","2009-07-28","2019-04-22"
"AVXL","3239","2006-08-02","2019-06-14","21","2014-05-15","2019-05-08"
"AVXS","570","2016-02-11","2018-06-07","0","NULL","NULL"
"AVY","5391","1998-01-02","2019-06-06","40","2009-07-30","2019-04-24"
"AVYA","367","2017-12-19","2019-06-06","5","2018-05-10","2019-05-09"
"AWF","5391","1998-01-02","2019-06-06","0","NULL","NULL"
"AWI","3179","2006-10-18","2019-06-06","40","2009-07-30","2019-04-29"
"AWK","2800","2008-04-23","2019-06-06","41","2009-05-05","2019-05-01"
"AWP","3050","2007-04-26","2019-06-06","0","NULL","NULL"
"AWR","5391","1998-01-02","2019-06-06","41","2009-05-11","2019-05-06"
"AWRE","5397","1998-01-02","2019-06-14","39","2009-05-05","2018-10-23"
"AWSM","3766","2004-06-17","2019-06-07","16","2014-03-06","2017-11-09"
"AWX","5272","1998-06-23","2019-06-05","39","2009-05-14","2018-11-08"
"AX","172","2018-10-01","2019-06-07","18","2014-02-05","2019-04-30"
"AXAS","5397","1998-01-02","2019-06-14","41","2009-05-11","2019-05-06"
"AXDX","5397","1998-01-02","2019-06-14","24","2012-12-14","2019-05-09"
"AXE","5391","1998-01-02","2019-06-06","40","2009-07-28","2019-04-23"
"AXGN","5397","1998-01-02","2019-06-14","30","2011-11-09","2019-05-08"
"AXGT","1009","2015-06-11","2019-06-13","1","2019-06-11","2019-06-11"
"AXL","5121","1999-01-29","2019-06-06","40","2009-08-05","2019-05-03"
"AXNX","150","2018-10-31","2019-06-07","3","2019-03-05","2019-05-09"
"AXO","171","2018-10-01","2019-06-07","0","NULL","NULL"
"AXON","755","2015-06-11","2018-06-08","15","2015-08-11","2019-02-07"
"AXP","5391","1998-01-02","2019-06-06","40","2009-07-23","2019-04-18"
"AXR","5391","1998-01-02","2019-06-06","38","2009-07-14","2018-12-11"
"AXS","4011","2003-07-01","2019-06-06","40","2009-08-03","2019-04-24"
"AXSM","897","2015-11-19","2019-06-14","14","2016-03-24","2019-05-09"
"AXTA","1148","2014-11-12","2019-06-06","19","2014-12-03","2019-04-24"
"AXTI","5301","1998-05-21","2019-06-14","40","2009-07-30","2019-04-24"
"AXU","3206","2006-09-08","2019-06-05","32","2011-09-15","2019-05-08"
"AY","1260","2014-06-13","2019-06-14","20","2014-08-12","2019-05-10"
"AYI","4407","2001-12-03","2019-06-06","40","2009-07-02","2019-04-03"
"AYR","3229","2006-08-08","2019-06-06","41","2009-05-07","2019-05-02"
"AYTU","587","2017-02-01","2019-06-14","12","2016-05-11","2019-05-14"
"AYX","554","2017-03-24","2019-06-06","10","2017-05-10","2019-05-01"
"AZN","5391","1998-01-02","2019-06-06","39","2009-07-30","2019-04-26"
"AZO","5391","1998-01-02","2019-06-06","41","2009-05-27","2019-05-21"
"AZPN","5397","1998-01-02","2019-06-14","38","2010-02-09","2019-04-24"
"AZRE","666","2016-10-12","2019-06-06","11","2016-11-22","2019-06-10"
"AZRX","673","2016-10-11","2019-06-14","5","2016-11-25","2018-05-14"
"AZUL","542","2017-04-11","2019-06-06","6","2017-08-14","2019-05-09"
"AZZ","5391","1998-01-02","2019-06-06","39","2009-06-26","2019-05-17"
"B","5391","1998-01-02","2019-06-06","41","2009-05-04","2019-04-26"
"BA","5391","1998-01-02","2019-06-06","40","2009-07-22","2019-04-24"
"BABA","1186","2014-09-19","2019-06-06","19","2014-11-04","2019-05-15"
"BABY","4496","2001-07-31","2019-06-14","40","2009-07-30","2019-04-25"
"BAC","5391","1998-01-02","2019-06-06","40","2009-07-17","2019-04-16"
"BAF","4179","2002-10-29","2019-06-06","0","NULL","NULL"
"BAH","2150","2010-11-18","2019-06-06","34","2011-02-09","2019-05-28"
"BAK","5132","1999-01-13","2019-06-06","31","2009-08-12","2018-11-12"
"BAM","5391","1998-01-02","2019-06-06","40","2009-05-05","2019-05-09"
"BANC","4199","2002-10-01","2019-06-06","31","2011-11-10","2019-04-23"
"BAND","399","2017-11-10","2019-06-14","8","2017-12-13","2019-05-03"
"BANF","5397","1998-01-02","2019-06-14","40","2009-07-21","2019-04-18"
"BANFP","3830","2004-03-16","2019-06-14","0","NULL","NULL"
"BANR","5397","1998-01-02","2019-06-14","40","2009-07-29","2019-04-24"
"BANX","1409","2013-11-07","2019-06-14","21","2014-05-13","2019-05-02"
"BAP","5391","1998-01-02","2019-06-06","37","2009-05-07","2019-05-02"
"BAS","3394","2005-12-09","2019-06-06","41","2009-05-06","2019-05-09"
"BASI","5397","1998-01-02","2019-06-14","38","2009-05-15","2018-12-20"
"BATRA","796","2016-04-18","2019-06-14","11","2016-08-05","2019-02-28"
"BATRK","796","2016-04-18","2019-06-14","13","2016-08-05","2019-05-14"
"BAX","5391","1998-01-02","2019-06-06","40","2009-07-16","2019-04-25"
"BB","5117","1999-02-04","2019-06-06","20","2014-03-28","2019-03-29"
"BBBY","5397","1998-01-02","2019-06-14","40","2009-06-24","2019-04-10"
"BBC","1121","2014-12-17","2019-06-03","0","NULL","NULL"
"BBCP","451","2017-08-21","2019-06-07","2","2019-01-29","2019-06-10"
"BBD","4413","2001-11-23","2019-06-06","39","2009-08-03","2019-04-25"
"BBDC","212","2018-08-03","2019-06-07","19","2014-02-26","2019-05-10"
"BBDO","1820","2012-03-13","2019-06-06","27","2012-07-23","2019-01-30"
"BBF","4492","2001-07-27","2019-06-06","0","NULL","NULL"
"BBG","3342","2004-12-10","2018-07-18","0","NULL","NULL"
"BBGI","4865","2000-02-11","2019-06-14","40","2009-05-06","2019-04-29"
"BBH","4920","1999-11-23","2019-06-14","0","NULL","NULL"
"BBK","4308","2002-04-26","2019-06-06","0","NULL","NULL"
"BBL","4015","2003-06-25","2019-06-06","0","NULL","NULL"
"BBN","2207","2010-08-30","2019-06-06","0","NULL","NULL"
"BBOX","5287","1998-01-02","2019-01-07","0","NULL","NULL"
"BBP","1130","2014-12-17","2019-06-14","0","NULL","NULL"
"BBRG","1913","2010-10-21","2018-06-07","0","NULL","NULL"
"BBSI","5397","1998-01-02","2019-06-14","40","2009-07-28","2019-04-30"
"BBT","5391","1998-01-02","2019-06-06","40","2009-07-17","2019-04-18"
"BBU","747","2016-06-17","2019-06-06","10","2016-08-11","2019-05-01"
